ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '56de3f784396321400ee26fd', 'answers': {'text': ['Isaac Komnenos', 'Isaac', 'Isaac Komnenos'], 'answer_start': [421, 522, 421]}}"
"{'id': '56de40da4396321400ee2708', 'answers': {'text': ['Conrad of Montferrat', 'Conrad of Montferrat', 'Conrad of Montferrat'], 'answer_start': [188, 188, 188]}}"
"{'id': '56de40da4396321400ee2709', 'answers': {'text': ['silver', 'silver', 'silver'], 'answer_start': [565, 565, 565]}}"
"{'id': '56de40da4396321400ee270a', 'answers': {'text': ['Guy de Lusignan', 'Guy de Lusignan', 'Guy de Lusignan'], 'answer_start': [85, 508, 508]}}"
"{'id': '56de41504396321400ee2714', 'answers': {'text': ['Richard the Lion-Heart', 'Richard the Lion-Heart', 'Richard the Lion-Heart'], 'answer_start': [19, 19, 19]}}"
"{'id': '56de41504396321400ee2715', 'answers': {'text': ['12 May 1191', '12 May 1191', '12 May 1191'], 'answer_start': [147, 147, 147]}}"
"{'id': '56de41504396321400ee2716', 'answers': {'text': ['double coronation', 'double', 'double'], 'answer_start': [359, 359, 359]}}"
"{'id': '56de48f34396321400ee2770', 'answers': {'text': ['1489', '1489', '1489'], 'answer_start': [419, 419, 419]}}"
"{'id': '56de48f34396321400ee2771', 'answers': {'text': ['Knights Templar', 'the Knights Templar', 'the Knights Templar'], 'answer_start': [290, 286, 286]}}"
"{'id': '56de49564396321400ee277a', 'answers': {'text': ['Africa', 'Africa', 'Africa'], 'answer_start': [219, 219, 219]}}"
"{'id': '56de49a8cffd8e1900b4b7a7', 'answers': {'text': ['Bethencourt', 'Bethencourt', 'Bethencourt'], 'answer_start': [0, 0, 0]}}"
"{'id': '56de49a8cffd8e1900b4b7a8', 'answers': {'text': ['Enrique Pérez de Guzmán', 'Enrique Pérez de Guzmán', 'Enrique Pérez de Guzmán'], 'answer_start': [172, 172, 172]}}"
"{'id': '56de49a8cffd8e1900b4b7a9', 'answers': {'text': ['Maciot de Bethencourt', 'Maciot de Bethencourt', 'Maciot de Bethencourt'], 'answer_start': [116, 116, 116]}}"
"{'id': '56de4a474396321400ee2786', 'answers': {'text': ['Channel Islands', 'the Channel Islands', 'the Channel Islands'], 'answer_start': [155, 151, 151]}}"
"{'id': '56de4a474396321400ee2787', 'answers': {'text': ['two', 'two', 'two'], 'answer_start': [212, 212, 212]}}"
"{'id': '56de4a89cffd8e1900b4b7bd', 'answers': {'text': ['Romanesque', 'Romanesque', 'Romanesque'], 'answer_start': [135, 135, 135]}}"
"{'id': '56de4a89cffd8e1900b4b7be', 'answers': {'text': ['rounded', 'rounded', 'rounded'], 'answer_start': [332, 332, 332]}}"
"{'id': '56de4b074396321400ee2793', 'answers': {'text': ['Early Gothic', 'Early Gothic', 'Early Gothic'], 'answer_start': [108, 108, 108]}}"
"{'id': '56de4b074396321400ee2794', 'answers': {'text': ['Anglo-Saxon', 'Anglo-Saxon', 'Anglo-Saxon'], 'answer_start': [79, 79, 79]}}"
"{'id': '56de4b074396321400ee2795', 'answers': {'text': ['Sicily', 'Sicily', 'Kingdom of Sicily'], 'answer_start': [328, 328, 317]}}"
"{'id': '56de4b5c4396321400ee2799', 'answers': {'text': ['early 11th century', '11th century', 'in the early 11th century'], 'answer_start': [129, 135, 122]}}"
"{'id': '56de4b5c4396321400ee279a', 'answers': {'text': ['dukes', 'the dukes', 'dukes'], 'answer_start': [152, 422, 426]}}"
"{'id': '56de4bb84396321400ee27a2', 'answers': {'text': ['16th century', 'the 16th century', 'in the 16th century'], 'answer_start': [35, 31, 28]}}"
"{'id': '56de4c324396321400ee27ab', 'answers': {'text': ['embroidery', 'embroidery', 'embroidery'], 'answer_start': [104, 104, 104]}}"
"{'id': '56de4c324396321400ee27ac', 'answers': {'text': ['Bayeux Tapestry', 'the Bayeux Tapestry', 'the Bayeux Tapestry'], 'answer_start': [49, 45, 45]}}"
"{'id': '56de4c324396321400ee27ad', 'answers': {'text': ['Odo', 'Odo', 'Odo'], 'answer_start': [139, 139, 139]}}"
"{'id': '56de51244396321400ee27ef', 'answers': {'text': ['mosaics', 'mosaics', 'mosaics'], 'answer_start': [466, 466, 466]}}"
"{'id': '56de51c64396321400ee27f7', 'answers': {'text': ['11th', 'the 11th', '11th'], 'answer_start': [97, 93, 97]}}"
"{'id': '56de51c64396321400ee27f8', 'answers': {'text': ['William of Volpiano and John of Ravenna', 'William of Volpiano and John of Ravenna', 'William of Volpiano and John of Ravenna'], 'answer_start': [234, 234, 234]}}"
"{'id': '56de52614396321400ee27fb', 'answers': {'text': ['southern Italy', 'southern Italy', 'southern Italy'], 'answer_start': [179, 179, 179]}}"
"{'id': '56de52614396321400ee27fc', 'answers': {'text': [""Latin monastery at Sant'Eufemia."", ""a Latin monastery at Sant'Eufemia"", ""Sant'Eufemia""], 'answer_start': [259, 257, 278]}}"
"{'id': '56de52614396321400ee27fd', 'answers': {'text': ['Robert Guiscard', 'Robert Guiscard', 'Robert Guiscard'], 'answer_start': [225, 225, 225]}}"
"{'id': '56de52614396321400ee27fe', 'answers': {'text': ['singing', 'singing', 'singing'], 'answer_start': [32, 32, 330]}}"
"{'id': '56df9e2838dc4217001520f6', 'answers': {'text': ['1856', '1856', '1856'], 'answer_start': [54, 54, 54]}}"
"{'id': '56df9e2838dc4217001520f8', 'answers': {'text': ['Serbian', 'Serbian', 'Serbian'], 'answer_start': [14, 14, 14]}}"
"{'id': '56df9e2838dc4217001520f9', 'answers': {'text': ['1943', '1943', '1943'], 'answer_start': [71, 71, 71]}}"
"{'id': '56e0b94b7aa994140058e6b7', 'answers': {'text': ['1856', '10 July 1856', '1856'], 'answer_start': [54, 46, 54]}}"
"{'id': '56e0b94b7aa994140058e6b8', 'answers': {'text': ['1943', '1943', '1943'], 'answer_start': [71, 71, 71]}}"
"{'id': '56e0b94b7aa994140058e6b9', 'answers': {'text': ['Serbian', 'Serbian', 'Serbian'], 'answer_start': [14, 83, 14]}}"
"{'id': '56e0b94b7aa994140058e6bb', 'answers': {'text': ['alternating current', 'alternating current', 'alternating current'], 'answer_start': [237, 237, 237]}}"
"{'id': '56df9ee138dc421700152108', 'answers': {'text': ['1884', '1884', '1884'], 'answer_start': [106, 106, 106]}}"
"{'id': '56df9ee138dc421700152109', 'answers': {'text': ['Thomas Edison', 'Thomas Edison', 'Thomas Edison'], 'answer_start': [123, 123, 123]}}"
"{'id': '56df9ee138dc42170015210a', 'answers': {'text': ['George Westinghouse', 'George Westinghouse', 'George Westinghouse'], 'answer_start': [354, 354, 354]}}"
"{'id': '56df9ee138dc42170015210b', 'answers': {'text': ['New York City', 'New York City', 'New York City'], 'answer_start': [140, 140, 140]}}"
"{'id': '56df9ee138dc42170015210c', 'answers': {'text': ['War of Currents', 'War of Currents', 'War of Currents'], 'answer_start': [556, 556, 556]}}"
"{'id': '56e0b9d57aa994140058e6c1', 'answers': {'text': ['1884', '1884', '1884'], 'answer_start': [106, 106, 106]}}"
"{'id': '56e0b9d57aa994140058e6c2', 'answers': {'text': ['Thomas Edison', 'Thomas Edison', 'Thomas Edison'], 'answer_start': [123, 123, 123]}}"
"{'id': '56e0b9d57aa994140058e6c3', 'answers': {'text': ['New York City', 'New York City', 'New York City'], 'answer_start': [140, 140, 140]}}"
"{'id': '56e0b9d57aa994140058e6c4', 'answers': {'text': ['George Westinghouse', 'George Westinghouse', 'George Westinghouse'], 'answer_start': [354, 354, 354]}}"
"{'id': '56e0b9d57aa994140058e6c5', 'answers': {'text': ['transformer', 'transformer', 'transformer'], 'answer_start': [325, 325, 325]}}"
"{'id': '56dfa01738dc42170015211d', 'answers': {'text': ['1893', '1893', '1893'], 'answer_start': [188, 188, 188]}}"
"{'id': '56dfa01738dc42170015211e', 'answers': {'text': ['high-voltage', 'high-voltage', 'high-voltage'], 'answer_start': [91, 91, 91]}}"
"{'id': '56dfa01738dc42170015211f', 'answers': {'text': ['mechanical oscillators/generators, electrical discharge tubes, and early X-ray imaging', 'power experiments', 'high-voltage, high-frequency power'], 'answer_start': [484, 120, 91]}}"
"{'id': '56e0bab7231d4119001ac35b', 'answers': {'text': ['Colorado Springs', 'Colorado Springs', 'Colorado Springs'], 'answer_start': [154, 154, 154]}}"
"{'id': '56e0bab7231d4119001ac35c', 'answers': {'text': ['1893', '1893', '1893'], 'answer_start': [188, 188, 188]}}"
"{'id': '56e0bab7231d4119001ac35d', 'answers': {'text': ['boat', 'boat', 'boat'], 'answer_start': [608, 608, 608]}}"
"{'id': '56e0bab7231d4119001ac35e', 'answers': {'text': ['Wardenclyffe Tower project', 'Wardenclyffe Tower', 'Wardenclyffe Tower'], 'answer_start': [399, 399, 399]}}"
"{'id': '56dfa0d84a1a83140091ebb7', 'answers': {'text': ['1943', '1943', '1943'], 'answer_start': [399, 399, 399]}}"
"{'id': '56dfa0d84a1a83140091ebb8', 'answers': {'text': ['SI unit of magnetic flux density', 'the SI unit of magnetic flux density', 'SI unit of magnetic flux density'], 'answer_start': [529, 525, 529]}}"
"{'id': '56dfa0d84a1a83140091ebb9', 'answers': {'text': ['New York hotels', 'New York hotels', 'New York hotels'], 'answer_start': [334, 334, 334]}}"
"{'id': '56dfa0d84a1a83140091ebba', 'answers': {'text': ['mad scientist', 'mad scientist', 'mad scientist'], 'answer_start': [130, 130, 130]}}"
"{'id': '56e0bb9f7aa994140058e6cb', 'answers': {'text': ['patents', 'His patents', 'His patents'], 'answer_start': [150, 146, 146]}}"
"{'id': '56e0bb9f7aa994140058e6cc', 'answers': {'text': ['1943', '1943', '1943'], 'answer_start': [399, 399, 399]}}"
"{'id': '56e0bb9f7aa994140058e6cd', 'answers': {'text': ['SI unit of magnetic flux density', 'the SI unit of magnetic flux density', 'SI unit of magnetic flux density'], 'answer_start': [529, 525, 529]}}"
"{'id': '56e0bb9f7aa994140058e6ce', 'answers': {'text': ['1990s', 'the 1990s', '1990s'], 'answer_start': [653, 649, 653]}}"
"{'id': '56e0bb9f7aa994140058e6cf', 'answers': {'text': ['showmanship', 'showmanship', 'showmanship'], 'answer_start': [44, 44, 44]}}"
"{'id': '56dfa13d4a1a83140091ebc1', 'answers': {'text': ['Croatia', 'Croatia', 'Croatia'], 'answer_start': [120, 120, 120]}}"
"{'id': '56dfa13d4a1a83140091ebc2', 'answers': {'text': ['priest', 'priest', 'Serbian Orthodox priest'], 'answer_start': [180, 180, 163]}}"
"{'id': '56dfa13d4a1a83140091ebc3', 'answers': {'text': ['eidetic', 'eidetic', 'eidetic'], 'answer_start': [451, 451, 451]}}"
"{'id': '56dfa13d4a1a83140091ebc4', 'answers': {'text': [""his mother's genetics"", 'his mother', 'his mother'], 'answer_start': [492, 492, 492]}}"
"{'id': '56e0bcc0231d4119001ac36b', 'answers': {'text': ['priest', 'priest', 'Serbian Orthodox priest'], 'answer_start': [180, 180, 163]}}"
"{'id': '56e0bcc0231d4119001ac36c', 'answers': {'text': ['Milutin Tesla', 'Milutin Tesla', 'Milutin Tesla'], 'answer_start': [142, 142, 142]}}"
"{'id': '56e0bcc0231d4119001ac36d', 'answers': {'text': ['Đuka Tesla', 'Đuka Tesla', 'Đuka Tesla (née Mandić)'], 'answer_start': [204, 204, 204]}}"
"{'id': '56e0bcc0231d4119001ac36e', 'answers': {'text': ['making home craft tools, mechanical appliances, and the ability to memorize Serbian epic poems', 'making home craft tools, mechanical appliances, and the ability to memorize Serbian epic poems', 'making home craft tools, mechanical appliances, and the ability to memorize Serbian epic poems'], 'answer_start': [291, 291, 291]}}"
"{'id': '56e0bcc0231d4119001ac36f', 'answers': {'text': [""his mother's genetics and influence"", 'his mother', ""his mother's genetics and influence""], 'answer_start': [492, 492, 492]}}"
"{'id': '56dfa1d34a1a83140091ebd4', 'answers': {'text': ['four', 'four', 'four'], 'answer_start': [14, 14, 14]}}"
"{'id': '56dfa1d44a1a83140091ebd6', 'answers': {'text': ['German', 'German', 'German'], 'answer_start': [270, 270, 270]}}"
"{'id': '56dfa1d44a1a83140091ebd7', 'answers': {'text': ['1862', '1862', '1862'], 'answer_start': [307, 307, 307]}}"
"{'id': '56e0c0c7231d4119001ac375', 'answers': {'text': ['Dane', 'Dane', 'Dane'], 'answer_start': [69, 69, 69]}}"
"{'id': '56e0c0c7231d4119001ac376', 'answers': {'text': ['Milka, Angelina and Marica', 'Milka, Angelina and Marica', 'Milka, Angelina and Marica'], 'answer_start': [93, 93, 93]}}"
"{'id': '56e0c0c7231d4119001ac377', 'answers': {'text': ['killed in a horse-riding accident', 'killed in a horse-riding accident', 'killed in a horse-riding accident'], 'answer_start': [130, 130, 130]}}"
"{'id': '56e0c0c7231d4119001ac378', 'answers': {'text': ['Gospić, Austrian Empire', 'Gospić', 'Gospić'], 'answer_start': [339, 339, 339]}}"
"{'id': '56e0c0c7231d4119001ac379', 'answers': {'text': ['pastor', 'a pastor', 'pastor'], 'answer_start': [397, 395, 397]}}"
"{'id': '56dfa24a38dc421700152142', 'answers': {'text': ['Martin Sekulić', 'Martin Sekulić', 'math teacher Martin Sekulić'], 'answer_start': [134, 134, 121]}}"
"{'id': '56dfa24a38dc421700152143', 'answers': {'text': ['German', 'German', 'German'], 'answer_start': [178, 178, 178]}}"
"{'id': '56dfa24a38dc421700152144', 'answers': {'text': ['integral calculus', 'integral calculus', 'integral calculus'], 'answer_start': [278, 278, 278]}}"
"{'id': '56dfa24a38dc421700152145', 'answers': {'text': ['cheating', 'cheating', 'cheating'], 'answer_start': [360, 360, 360]}}"
"{'id': '56dfa24a38dc421700152146', 'answers': {'text': ['1873', '1873', '1873'], 'answer_start': [429, 429, 429]}}"
"{'id': '56e0c1617aa994140058e6d5', 'answers': {'text': ['1870', 'In 1870', '1870'], 'answer_start': [3, 0, 3]}}"
"{'id': '56e0c1617aa994140058e6d6', 'answers': {'text': ['to attend school', 'to attend school', 'attend school at the Higher Real Gymnasium'], 'answer_start': [34, 34, 37]}}"
"{'id': '56e0c1617aa994140058e6d7', 'answers': {'text': ['Martin Sekulić', 'Martin Sekulić', 'math teacher Martin Sekulić'], 'answer_start': [134, 134, 121]}}"
"{'id': '56e0c1617aa994140058e6d8', 'answers': {'text': ['German', 'German', 'German'], 'answer_start': [178, 178, 178]}}"
"{'id': '56e0c1617aa994140058e6d9', 'answers': {'text': ['1873', '1873', '1873'], 'answer_start': [429, 429, 429]}}"
"{'id': '56dfa2c54a1a83140091ebf2', 'answers': {'text': ['cholera', 'cholera', 'cholera'], 'answer_start': [94, 94, 94]}}"
"{'id': '56dfa2c54a1a83140091ebf3', 'answers': {'text': ['nine months', 'nine months', 'nine months'], 'answer_start': [124, 124, 124]}}"
"{'id': '56dfa2c54a1a83140091ebf4', 'answers': {'text': ['the best engineering school', 'to send him to the best engineering school', 'send him to the best engineering school if he recovered'], 'answer_start': [235, 220, 223]}}"
"{'id': '56dfa2c54a1a83140091ebf5', 'answers': {'text': ['enter the priesthood', 'enter the priesthood', 'enter the priesthood'], 'answer_start': [337, 337, 337]}}"
"{'id': '56dfa2c54a1a83140091ebf6', 'answers': {'text': ['Smiljan', 'Smiljan', 'his birthtown, Smiljan'], 'answer_start': [42, 42, 27]}}"
"{'id': '56e0c2307aa994140058e6df', 'answers': {'text': ['1873', '1873', '1873'], 'answer_start': [3, 3, 3]}}"
"{'id': '56e0c2307aa994140058e6e0', 'answers': {'text': ['cholera', 'cholera', 'cholera'], 'answer_start': [94, 94, 94]}}"
"{'id': '56e0c2307aa994140058e6e1', 'answers': {'text': ['nine months', 'nine months', 'nine months'], 'answer_start': [124, 124, 124]}}"
"{'id': '56e0c2307aa994140058e6e2', 'answers': {'text': ['enter the priesthood', 'the priesthood', 'enter the priesthood'], 'answer_start': [337, 343, 337]}}"
"{'id': '56e0c2307aa994140058e6e3', 'answers': {'text': ['to send him to the best engineering school', 'to send him to the best engineering school', 'promised to send him to the best engineering school'], 'answer_start': [220, 220, 211]}}"
"{'id': '56dfa3394a1a83140091ebfc', 'answers': {'text': ['Tomingaj', 'Tomingaj', 'Tomingaj'], 'answer_start': [97, 97, 97]}}"
"{'id': '56dfa3394a1a83140091ebfd', 'answers': {'text': ['Mark Twain', ""Mark Twain's"", ""Mark Twain's""], 'answer_start': [319, 319, 319]}}"
"{'id': '56dfa3394a1a83140091ebfe', 'answers': {'text': ['the mountains', 'the mountains', 'mountains'], 'answer_start': [139, 139, 143]}}"
"{'id': '56dfa3394a1a83140091ebff', 'answers': {'text': ['1874', '1874', '1874'], 'answer_start': [3, 3, 3]}}"
"{'id': '56dfa3394a1a83140091ec00', 'answers': {'text': [""hunter's garb"", ""hunter's garb"", ""hunter's garb""], 'answer_start': [156, 156, 156]}}"
"{'id': '56e0c2bc231d4119001ac389', 'answers': {'text': ['being drafted into the Austro-Hungarian Army', 'being drafted', 'being drafted into the Austro-Hungarian Army'], 'answer_start': [22, 22, 22]}}"
"{'id': '56e0c2bc231d4119001ac38a', 'answers': {'text': ['1874', 'In 1874', '1874'], 'answer_start': [3, 0, 3]}}"
"{'id': '56e0c2bc231d4119001ac38b', 'answers': {'text': [""he explored the mountains in hunter's garb"", 'he explored', ""explored the mountains in hunter's garb""], 'answer_start': [127, 127, 130]}}"
"{'id': '56e0c2bc231d4119001ac38c', 'answers': {'text': ['Mark Twain', 'Mark Twain', 'Mark Twain'], 'answer_start': [319, 319, 319]}}"
"{'id': '56dfa3c338dc421700152154', 'answers': {'text': ['1875', '1875', '1875'], 'answer_start': [3, 3, 3]}}"
"{'id': '56dfa3c338dc421700152155', 'answers': {'text': ['Austrian Polytechnic', 'Austrian Polytechnic', 'Austrian Polytechnic'], 'answer_start': [27, 27, 27]}}"
"{'id': '56dfa3c338dc421700152156', 'answers': {'text': ['1879', '1879', '1879'], 'answer_start': [611, 611, 611]}}"
"{'id': '56dfa3c338dc421700152157', 'answers': {'text': ['gambling', 'gambling', 'gambling'], 'answer_start': [1012, 1012, 1012]}}"
"{'id': '56dfa3c338dc421700152158', 'answers': {'text': ['no', 'not', 'He never graduated'], 'answer_start': [474, 1436, 1389]}}"
"{'id': '56e0cbf3231d4119001ac3ab', 'answers': {'text': ['Graz, Austria', 'in Graz, Austria', 'Graz, Austria'], 'answer_start': [51, 48, 51]}}"
"{'id': '56e0cbf3231d4119001ac3ac', 'answers': {'text': ['1875', 'In 1875', '1875'], 'answer_start': [3, 0, 3]}}"
"{'id': '56e0cbf3231d4119001ac3ad', 'answers': {'text': ['1879', 'in 1879', '1879'], 'answer_start': [611, 608, 611]}}"
"{'id': '56e0cbf3231d4119001ac3ae', 'answers': {'text': ['gambled', 'gambling', 'gambling'], 'answer_start': [1051, 1012, 1012]}}"
"{'id': '56e0cbf3231d4119001ac3af', 'answers': {'text': ['Tesla would be killed through overwork', 'killed through overwork', 'would be killed through overwork'], 'answer_start': [738, 753, 744]}}"
"{'id': '56dfa7887aa994140058dfa9', 'answers': {'text': ['left Graz', 'left Graz', 'left Graz and severed all relations with his family'], 'answer_start': [24, 24, 24]}}"
"{'id': '56dfa7887aa994140058dfaa', 'answers': {'text': ['to hide the fact that he dropped out of school', 'hide the fact that he dropped out of school', 'to hide the fact that he dropped out of school'], 'answer_start': [76, 79, 76]}}"
"{'id': '56dfa7887aa994140058dfab', 'answers': {'text': ['a draftsman', 'a draftsman', 'as a draftsman'], 'answer_start': [242, 242, 239]}}"
"{'id': '56dfa7887aa994140058dfac', 'answers': {'text': ['return home', 'return home', 'return home'], 'answer_start': [410, 410, 410]}}"
"{'id': '56dfa7887aa994140058dfad', 'answers': {'text': ['nervous breakdown', 'nervous breakdown', 'nervous breakdown'], 'answer_start': [461, 461, 461]}}"
"{'id': '56e0ccaa7aa994140058e717', 'answers': {'text': ['1878', 'December 1878', 'to hide the fact that he dropped out of school'], 'answer_start': [12, 3, 76]}}"
"{'id': '56e0ccaa7aa994140058e718', 'answers': {'text': ['that he dropped out of school', 'the fact that he dropped out of school', 'he dropped out of school'], 'answer_start': [93, 84, 98]}}"
"{'id': '56e0ccaa7aa994140058e719', 'answers': {'text': ['His friends thought that he had drowned in the Mur River.', 'drowned in the Mur River', 'drowned in the Mur River'], 'answer_start': [124, 156, 156]}}"
"{'id': '56e0ccaa7aa994140058e71a', 'answers': {'text': ['draftsman', 'he worked as a draftsman', 'draftsman'], 'answer_start': [244, 229, 244]}}"
"{'id': '56e0ccaa7aa994140058e71b', 'answers': {'text': ['nervous breakdown', 'a nervous breakdown', 'nervous breakdown'], 'answer_start': [461, 459, 461]}}"
"{'id': '56dfaa047aa994140058dfbd', 'answers': {'text': ['not having a residence permit', 'not having a residence permit', 'not having a residence permit'], 'answer_start': [70, 70, 70]}}"
"{'id': '56dfaa047aa994140058dfbe', 'answers': {'text': ['March 1879', 'On 24 March 1879', '24 March 1879'], 'answer_start': [6, 0, 3]}}"
"{'id': '56dfaa047aa994140058dfbf', 'answers': {'text': ['60', '60', '60'], 'answer_start': [152, 152, 152]}}"
"{'id': '56dfaa047aa994140058dfc0', 'answers': {'text': ['a stroke'], 'answer_start': [239]}}"
"{'id': '56dfaa047aa994140058dfc1', 'answers': {'text': ['taught', 'Higher Real Gymnasium', 'taught a large class of students'], 'answer_start': [274, 326, 274]}}"
"{'id': '56e0cd33231d4119001ac3bf', 'answers': {'text': ['for not having a residence permit.', 'for not having a residence permit', 'not having a residence permit'], 'answer_start': [66, 66, 70]}}"
"{'id': '56e0cd33231d4119001ac3c0', 'answers': {'text': ['1879', 'On 24 March 1879,', '24 March 1879'], 'answer_start': [12, 0, 3]}}"
"{'id': '56e0cd33231d4119001ac3c1', 'answers': {'text': ['Higher Real Gymnasium', 'Higher Real Gymnasium', 'Higher Real Gymnasium'], 'answer_start': [326, 326, 326]}}"
"{'id': '56e0cd33231d4119001ac3c2', 'answers': {'text': ['stroke', 'a stroke', 'a stroke'], 'answer_start': [241, 239, 239]}}"
"{'id': '56dfac8e231d4119001abc5b', 'answers': {'text': ['Prague', 'Prague', 'Prague'], 'answer_start': [94, 94, 94]}}"
"{'id': '56dfac8e231d4119001abc5c', 'answers': {'text': ['arrived too late', 'arrived too late to enroll', 'he arrived too late to enroll at Charles-Ferdinand University; he never studied Greek, a required subject; and he was illiterate in Czech'], 'answer_start': [142, 142, 139]}}"
"{'id': '56dfac8e231d4119001abc5e', 'answers': {'text': ['as an auditor', 'as an auditor', 'as an auditor'], 'answer_start': [369, 369, 369]}}"
"{'id': '56dfac8e231d4119001abc5f', 'answers': {'text': ['Charles-Ferdinand University', 'Charles-Ferdinand University', 'Charles-Ferdinand University'], 'answer_start': [172, 172, 172]}}"
"{'id': '56e0cdb9231d4119001ac3c7', 'answers': {'text': ['Prague', 'Prague', 'Prague'], 'answer_start': [94, 94, 94]}}"
"{'id': '56e0cdb9231d4119001ac3c8', 'answers': {'text': ['1880', 'In January 1880', 'In January 1880'], 'answer_start': [11, 0, 0]}}"
"{'id': '56e0cdb9231d4119001ac3c9', 'answers': {'text': ['Charles-Ferdinand University', 'at Charles-Ferdinand University', 'Charles-Ferdinand University'], 'answer_start': [172, 169, 172]}}"
"{'id': '56e0cdb9231d4119001ac3ca', 'answers': {'text': [""two of Tesla's uncles"", ""Tesla's uncles"", ""two of Tesla's uncles""], 'answer_start': [17, 24, 17]}}"
"{'id': '56dfad0a7aa994140058dfc7', 'answers': {'text': ['Budapest', 'to Budapest', 'Budapest'], 'answer_start': [24, 21, 24]}}"
"{'id': '56dfad0a7aa994140058dfc8', 'answers': {'text': ['Budapest Telephone Exchange', 'the Budapest Telephone Exchange', 'Budapest Telephone Exchange'], 'answer_start': [304, 85, 89]}}"
"{'id': '56dfad0a7aa994140058dfc9', 'answers': {'text': ['chief electrician', 'chief electrician', 'chief electrician'], 'answer_start': [378, 378, 378]}}"
"{'id': '56dfad0a7aa994140058dfca', 'answers': {'text': ['a telephone repeater or amplifier', 'a telephone repeater or amplifier', 'a telephone repeater or amplifier'], 'answer_start': [521, 521, 521]}}"
"{'id': '56dfad0a7aa994140058dfcb', 'answers': {'text': ['draftsman', 'chief electrician', 'draftsman'], 'answer_start': [228, 378, 228]}}"
"{'id': '56e0d402231d4119001ac3fc', 'answers': {'text': ['1881', '1881', '1881'], 'answer_start': [3, 3, 3]}}"
"{'id': '56e0d402231d4119001ac3fd', 'answers': {'text': ['a telegraph company', 'the Budapest Telephone Exchange', 'Budapest Telephone Exchange'], 'answer_start': [64, 85, 89]}}"
"{'id': '56e0d402231d4119001ac3fe', 'answers': {'text': ['Budapest Telephone Exchange', 'the Budapest Telephone Exchange', 'Budapest Telephone Exchange'], 'answer_start': [89, 85, 89]}}"
"{'id': '56e0d402231d4119001ac3ff', 'answers': {'text': ['chief electrician', 'chief electrician', 'chief electrician'], 'answer_start': [378, 378, 378]}}"
"{'id': '56dfb0c8231d4119001abc83', 'answers': {'text': ['1882', '1882', '1882'], 'answer_start': [3, 3, 3]}}"
"{'id': '56dfb0c8231d4119001abc84', 'answers': {'text': ['France', 'in France', 'France'], 'answer_start': [67, 64, 67]}}"
"{'id': '56dfb0c8231d4119001abc85', 'answers': {'text': ['New York City', 'to New York City', 'New York City'], 'answer_start': [164, 161, 164]}}"
"{'id': '56dfb0c8231d4119001abc86', 'answers': {'text': ['Thomas Edison', 'Thomas Edison', 'Thomas Edison'], 'answer_start': [206, 206, 206]}}"
"{'id': '56dfb0c8231d4119001abc87', 'answers': {'text': ['Edison Machine Works', 'Edison Machine Works', 'Edison Machine Works'], 'answer_start': [235, 235, 235]}}"
"{'id': '56e0d54a7aa994140058e769', 'answers': {'text': ['Continental Edison Company', 'Continental Edison Company', 'Continental Edison Company'], 'answer_start': [37, 37, 37]}}"
"{'id': '56e0d54a7aa994140058e76a', 'answers': {'text': ['France', 'in France', 'France'], 'answer_start': [67, 64, 67]}}"
"{'id': '56e0d54a7aa994140058e76b', 'answers': {'text': ['1884', '1884', '1884'], 'answer_start': [142, 142, 142]}}"
"{'id': '56e0d54a7aa994140058e76c', 'answers': {'text': ['Thomas Edison', 'Thomas Edison', 'Thomas Edison'], 'answer_start': [206, 206, 206]}}"
"{'id': '56e0d54a7aa994140058e76d', 'answers': {'text': [""Manhattan's lower east side"", ""Manhattan's lower east side"", 'New York City'], 'answer_start': [259, 259, 164]}}"
"{'id': '56dfb4be7aa994140058e00d', 'answers': {'text': ['fifty thousand dollars', 'fifty thousand dollars', 'fifty thousand dollars'], 'answer_start': [281, 281, 281]}}"
"{'id': '56dfb4be7aa994140058e00e', 'answers': {'text': ['$10 a week raise', 'a US$10 a week raise', ""a US$10 a week raise over Tesla's US$18 per week salary""], 'answer_start': [690, 686, 686]}}"
"{'id': '56dfb4be7aa994140058e010', 'answers': {'text': ['months', 'months', 'months'], 'answer_start': [490, 490, 490]}}"
"{'id': '56e0d6367aa994140058e773', 'answers': {'text': ['fifty thousand dollars', 'fifty thousand dollars', 'fifty thousand dollars'], 'answer_start': [281, 281, 281]}}"
"{'id': '56e0d6367aa994140058e774', 'answers': {'text': ['American humor.', ""Tesla, you don't understand our American humor"", ""you don't understand our American humor""], 'answer_start': [641, 609, 616]}}"
"{'id': '56e0d6367aa994140058e775', 'answers': {'text': ['US$10 a week raise', 'a US$10 a week raise', 'a US$10 a week raise'], 'answer_start': [688, 686, 686]}}"
"{'id': '56dfb5777aa994140058e021', 'answers': {'text': ['Robert Lane and Benjamin Vail', 'Robert Lane and Benjamin Vail', 'Robert Lane and Benjamin Vail'], 'answer_start': [77, 77, 77]}}"
"{'id': '56dfb5777aa994140058e022', 'answers': {'text': ['Tesla Electric Light & Manufacturing', 'Tesla Electric Light & Manufacturing', ""an electric lighting company in Tesla's name""], 'answer_start': [176, 176, 130]}}"
